keywords;count;
UNDER-REPRESENTED GROUPS;1;
ONLINE SYSTEMS;3;
INTRODUCTORY PROGRAMMING COURSE;10;
LEARNING-OF-PROGRAMMING;2;
ONLINE LEARNING ENVIRONMENT;1;
PYTHON PROGRAMMING LANGUAGE;1;
VIRTUAL LEARNING ENVIRONMENTS;4;
FLOW VISUALIZATION;1;
ACADEMIC AND CAREER DEVELOPMENT;1;
COMPUTER MODELING;1;
COMPUTER SCIENTISTS;1;
CONCEPTUAL REPRESENTATION;1;
PROGRAM INSTRUCTIONS;1;
PROGRAM VISUALIZATION;1;
PROGRAM DOCUMENTATION;1;
ADVANCED TECHNOLOGY;1;
DIGITIZATION;1;
METHODOLOGY;1;
PROJECT ASSESSMENT;1;
COMPUTER AIDED ANALYSIS;1;
PROBLEM ORIENTED LANGUAGES;2;
COMPUTER-BASED PROBLEMS;1;
IMPLEMENTATION STRATEGIES;1;
INSTRUCTIONAL TECHNIQUES;1;
ORGANIZATIONAL PRINCIPLES;1;
RESEARCH METHODOLOGIES;1;
SYSTEMATIC LITERATURE REVIEW;4;
BLOOMS (METAL);2;
TAXONOMIES;2;
EDUCATIONAL MODELS;1;
EDUCATIONAL OBJECTIVES;1;
MICRO-LEARNING;1;
PROGRAMMING SKILLS;4;
UNIVERSITY ENVIRONMENT;1;
ECONOMIC ANALYSIS;1;
INDUSTRIAL RESEARCH;2;
PERSONNEL TRAINING;7;
REGIONAL PLANNING;1;
DIGITAL TRANSFORMATION;1;
INDUSTRIAL STRATEGIES;1;
REGION;1;
REGIONAL UNIVERSITIES;1;
SOCIO-ECONOMIC DEVELOPMENT;1;
TRIPLE HELIX MODELS;1;
INDUSTRIAL ECONOMICS;1;
ECOSYSTEMS;3;
PREDICTIVE ANALYTICS;1;
DATASETS;1;
PREDICTION OF FAILURES;1;
PREDICTIVE MODELING;1;
STUDENT ACHIEVEMENT;2;
TEACHING AND LEARNING STRATEGY;2;
AGED;2;
AGING;1;
ARTICLE;2;
MICHIGAN;1;
PROGRAM DEVELOPMENT;3;
RETIREMENT;1;
VISION;1;
COMMUNITY PARTICIPATION;2;
HEALTHY AGING;2;
HUMAN RELATION;1;
ORGANIZATION AND MANAGEMENT;2;
PROBLEM BASED LEARNING;2;
TIME FACTOR;1;
HUMANS;2;
INTERGENERATIONAL RELATIONS;1;
TIME FACTORS;1;
UNIVERSITIES;1;
C++ (PROGRAMMING LANGUAGE);2;
INNOVATIVE METHOD;1;
THINK-PAIR-SHARE;1;
TRADITIONAL APPROACHES;2;
TRADITIONAL CLASSROOM;1;
PRODUCT DESIGN;1;
BASELINE ASSESSMENT;1;
DYNAMIC SYSTEMS AND CONTROLS;1;
MANUFACTURING ENGINEERING;1;
MECHANICAL ENGINEERING MAJORS;1;
SECOND-ORDER SYSTEMSS;1;
WORK IN PROGRESS;2;
CLUSTERING ANALYSIS;1;
GRADUATE STUDENTS;1;
STUDENT PROFILES;1;
TEACHING APPROACHES;3;
MECHATRONICS;1;
CONTROL STRATEGIES;1;
CONTROL TECHNIQUES;1;
GROUP WORK;1;
INTERDISCIPLINARY PROJECT;1;
LABORATORY EXPERIMENTS;1;
MECHATRONIC SYSTEMS;1;
DESIGN;2;
ELECTRONIC COMMERCE;1;
KNOWLEDGE MANAGEMENT;2;
WORLD WIDE WEB;1;
CURRICULUM DESIGNS;1;
EBUSINESS;1;
INDIVIDUAL CHARACTERISTICS;1;
STUDENT SUCCESS;3;
ACTIVE LEARNING STRATEGIES;5;
AUDIO AND VIDEO;1;
EDUCATIONAL PLATFORMS;1;
INTERACTIVE TECHNOLOGY;1;
MOODLE PLATFORM;1;
EDUCATIONAL DEVELOPMENT;1;
EMPOWERMENT;1;
UNITED STATES;3;
ANIMATED FLOWCHART WITH EXAMPLE THINK-PAIR-SHARE;1;
COMPUTER SCIENCE AND ENGINEERINGS;1;
DIAGRAMMATIC REPRESENTATIONS;1;
LIKERT'S SCALE;1;
SELF-LEARNING ABILITY;1;
T-TESTS;2;
TEACHING ALGORITHMS;1;
COMPUTER SCIENCE TEACHERS;2;
ETHNOGRAPHIC METHODS;1;
PCKCS;1;
QUALITATIVE CASE STUDIES;1;
SOCIAL INTERACTIONS;1;
ATTENDANCE;1;
HIGHER EDUCATION SYSTEM;1;
CO-ORDINATE SYSTEM;1;
INDUSTRIAL SIMULATION;1;
PROGRAMMING EXPERIENCE;2;
ROBOTIC CELL;1;
STUDENT EXPERIMENTS;1;
TOOL CENTER POINTS;1;
VIRTUAL LAB;1;
EUROPEAN COUNTRIES;1;
HIGH SCHOOL TEACHERS;1;
MULTIPLE LANGUAGES;1;
TRANSFER STRATEGIES;1;
ALLOCATION STRATEGY;1;
COLLABORATION SKILLS;1;
COMPUTER SCIENCE STUDENTS;1;
GROUP ASSIGNMENTS;1;
GROUP PROJECTS;3;
STUDENT TEAMS;1;
SECURITY OF DATA;1;
EXTREME PRESSURE;1;
FACE TO FACE;2;
EMBEDDED SOFTWARE;1;
EDUCATION CURRICULUMS;1;
MICROCONTROLLER-BASED;1;
SYSTEM ON CHIPS (SOC);1;
COMPUTERS;1;
LITERATURE REVIEWS;1;
FORMAL METHODS;1;
LIFE CYCLE;2;
CRITICAL COMPONENT;1;
NORTH CAROLINA STATE UNIVERSITY;1;
SITUATED LEARNING THEORIES;1;
SOFTWARE DEVELOPMENT LIFE CYCLE;1;
TEACHING SOFTWARE TESTING;1;
UNDERGRADUATE CURRICULA;1;
INTEGRATION TESTING;1;
APRIORI ALGORITHMS;1;
ASSOCIATION ANALYSIS;1;
CLUSTERING RESULTS;1;
FORMATIVE EVALUATION;1;
COOPERATIVE LEARNING;1;
FREQUENT ASSESSMENT;1;
INSTRUCTIONAL APPROACH;1;
TERTIARY INSTITUTES;1;
COMPUTER SOFTWARE SELECTION AND EVALUATION;1;
ECOLOGY;1;
COMPUTER PROGRAMMING COURSE;1;
EDUCATIONAL PROGRAMMING;1;
ENGINEERING COURSE;2;
HIGH LEVEL LANGUAGES;5;
SOCIETIES AND INSTITUTIONS;3;
COMMERCIAL OF THE SHELVES;1;
ITERATIVE REFINEMENT;1;
LEARNING GAME;1;
PYTHON PROGRAMMING;1;
UNIVERSITY EDUCATION;5;
ACTIVE LEARNING METHODS;1;
FIRST YEAR;3;
NON-IT;1;
STUDENTS' INTERESTS;1;
CODECADEMY;1;
MYPROGRAMMINGLAB;1;
ON-LINE LEARNING SYSTEMS;1;
INITIAL ASSESSMENT;1;
LEARNER PROFILES;1;
SPECIFIC COMPETENCES;1;
CHEMICAL ENGINEERING PROGRAMS;1;
CONCEPTUAL QUESTIONS;1;
CONTROLLER PARAMETER;1;
DYNAMIC CHEMICAL PROCESS;1;
PROCESS RESPONSE;1;
ROWAN UNIVERSITY;1;
STUDENT LEARNING EXPERIENCES;1;
LEARNING ALGORITHMS;5;
SIMULATION PLATFORM;2;
ALGORITHMICS;2;
ALGORITHMIZATION;1;
COMPUTER MODELS;1;
COMPUTER SIMULATORS;1;
IT-SPECIALIST' TRAINING;1;
PROCESS OF LEARNING;1;
TOURNAMENT OF ALGORITHM;1;
WINNING STRATEGY;1;
ACADEMIC INTEGRITY;1;
INDONESIA;1;
INSTRUCTOR EXPERIENCE;1;
PRACTICAL SOLUTIONS;1;
QUESTIONNAIRE SURVEYS;1;
INTELLECTUAL PROPERTY;1;
HIGH EDUCATIONS;6;
LEARNING THEORY;1;
PROBLEM SOLVING SKILLS;1;
RESEARCH PAPERS;1;
THOUGHT PROCESS;1;
REAL TIME CONTROL;1;
THREE DIMENSIONAL COMPUTER GRAPHICS;1;
EXPERIMENTAL EQUIPMENTS;1;
INTERACTIVE ANIMATIONS;1;
PLC PROGRAMMING;1;
PROJECT IMPLEMENTATION;1;
REAL-TIME CONTROL STRATEGY;1;
REFERENCE VALUES;1;
RELEASE WINDOW;1;
SIMULATION TEACHINGS;1;
COMPUTER ENGINEERING COURSE;1;
DESKTOP APPLICATIONS;1;
GENETIC ALGORITHM APPROACH;1;
PROGRAMMING ABILITY;1;
PROGRAMMING PROBLEM;2;
APPLICATION PROGRAMS;5;
PROCESS ENGINEERING;1;
E-LEARNING PLATFORMS;1;
KRUSKAL-WALLIS TESTS;1;
PHYSICAL SCIENCE;1;
STUDENT - TESTS;1;
VIRTUAL LEARNING;1;
COMPUTATIONAL MODEL;1;
COMPUTER BASED TOOLS;1;
INNOVATIVE PRACTICES;1;
PRELIMINARY PERFORMANCE RESULTS;1;
PROGRAMMING TASKS;1;
UNDERGRADUATE COURSES;1;
PEDAGOGICAL PRACTICES;1;
PRIMARY AND SECONDARY SCHOOLS;2;
PROGRAM COMPREHENSION;1;
SUPPORT PROGRAMS;1;
UNIVERSITY LEVELS;2;
INNOVATIVE TEACHING;1;
RUSSIAN FEDERATION;1;
TECHNOPARK;1;
INITIAL DEVELOPMENT;1;
INTRODUCTORY COMPUTER PROGRAMMING;1;
NATIONAL SCIENCE FOUNDATIONS;1;
RESEARCH UNIVERSITIES;1;
SOFTWARE ENGINEERING COURSE;1;
UNITED STATES OF AMERICA;1;
AUTOMATION;1;
AUTOMATIC DETERMINATION;1;
AUTOMATIC IDENTIFICATION;1;
INTER-RATER RELIABILITIES;1;
ONLINE HELP;1;
QUESTION CLASSIFICATION;1;
BLENDED COURSES;1;
FLIPPED CLASSROOMS;1;
HYBRID COURSE;1;
ALGORITHMIC SOLUTIONS;1;
COMPUTATIONAL ABILITY;1;
SECONDARY SCHOOLS;2;
FACTORIZATION;1;
MATRIX ALGEBRA;1;
INTERNAL FACTORS;1;
LEARNING BEHAVIOR;1;
NONNEGATIVE MATRIX FACTORIZATION;1;
PERSONA;1;
COMPUTATIONAL LINGUISTICS;3;
DATA HANDLING;2;
DIGITAL STORAGE;3;
INFORMATION ANALYSIS;2;
MAMMALS;2;
METADATA;1;
COMMUNICATION PATTERN;1;
DATA TRANSFORMATION;1;
ITERATIVE ALGORITHM;1;
LANGUAGE;1;
MAP-REDUCE;1;
PIG;1;
SCRIPTING LANGUAGES;1;
SOPHISTICATED MACHINES;1;
DISTRIBUTED COMPUTER SYSTEMS;2;
EUROPEAN UNIVERSITIES;1;
LABORATORY ASSIGNMENTS;1;
MACHINE TRANSLATIONS;1;
PEER TO PEER;1;
STATISTICAL MACHINE TRANSLATION;1;
THEORY AND PRACTICE;1;
VIDEO LECTURES;2;
COMPUTER AIDED LANGUAGE TRANSLATION;1;
OBJECT-ORIENTED DESIGN;1;
POSTGRADUATE STUDENTS;1;
SERVICE ORIENTED COMPUTING;1;
SERVICE-ORIENTED APPLICATIONS;1;
ADDICTION;1;
COMMUNITY CARE;1;
COOPERATION;1;
INTEGRATED HEALTH CARE SYSTEM;1;
INTERDISCIPLINARY COMMUNICATION;2;
MENTAL DISEASE;1;
SOCIAL PSYCHIATRY;1;
WORK;1;
COMMUNITY NETWORKS;1;
COMMUNITY PSYCHIATRY;1;
COOPERATIVE BEHAVIOR;1;
DELIVERY OF HEALTH CARE;1;
INTEGRATED;1;
FELLOWSHIPS AND SCHOLARSHIPS;1;
JOB DESCRIPTION;1;
MENTAL DISORDERS;1;
PUBLIC SECTOR;1;
SUBSTANCE-RELATED DISORDERS;1;
GRAPH THEORY;1;
GRAPHIC METHODS;1;
BOND GRAPH;1;
D.C. MOTORS;1;
GRAPH-BASED;1;
LAB VIEW;1;
LAB VIEW PROGRAM;1;
MECHANICAL AND ELECTRICAL;1;
MODULARITY;1;
TEACHING METHODS;4;
THE SYNERGY OF MECHATRONIC;1;
TWO DIRECTIONS;1;
DC MOTORS;1;
DECODING;1;
MULTICORE PROGRAMMING;1;
MULTITASKING;1;
PARALLEL PROCESSING SYSTEMS;1;
SCHEDULING ALGORITHMS;1;
HETEROGENEOUS MULTICORE PROCESSORS;1;
HIGH-LOW;1;
HIGHER EFFICIENCY;1;
MULTI-CORE PROCESSOR;1;
MULTI-MODAL;1;
MULTIMODAL TEACHINGS;1;
MULTIPARALLEL;1;
PROCESSOR SYSTEMS;1;
TASK-SCHEDULING ALGORITHMS;1;
MARINE ENGINEERING;1;
THERMODYNAMIC PROPERTIES;1;
ENGINEERING EQUATIONS;1;
INDUSTRIAL INSTALLATIONS;1;
LEARNING PROCEDURES;1;
LEARNING PROCESS;5;
OPERATOR TRAINING SIMULATOR;1;
SOFTWARE RESOURCES;1;
THERMODYNAMIC CYCLE;1;
TRAINING SIMULATOR;1;
DEVELOPMENT METHODOLOGY;1;
ELABORATION;1;
LEARNING METHODS;1;
RETRIEVAL PRACTICE;1;
STUDENT INVOLVEMENTS;1;
EDUCATIONAL MATERIALS;1;
PROGRAMMING CONCEPTS;1;
SCIENTIFIC RESEARCHES;2;
TECHNOLOGICAL RESOURCES;1;
UNDERGRADUATE ENGINEERING STUDENTS;1;
EDUCATION SYSTEMS;1;
EQUESTRIAN MAJOR;1;
IEO MODEL;1;
MODEL REGRESSIONS;1;
MULTIPLE REGRESSION METHODS;1;
RESEARCH OBJECT;1;
SPORTS INDUSTRIES;1;
TEACHING DESIGNS;1;
INTELLIGENT ROBOTS;2;
MACHINE DESIGN;2;
MATLAB;1;
GOAL SEEKING BEHAVIOR;1;
GOAL-SEEKING;1;
HIGH PRICE;1;
LANGUAGE PROBLEMS;1;
ROBOT DYNAMICS;1;
ROBOT EDUCATIONS;1;
ROBOTIC TECHNOLOGIES;1;
SIMULATION TOOL;1;
GROUP THEORY;1;
DESIGN MODELS;1;
EXPERIENTIAL LEARNING THEORIES;1;
GROUP-BASED;2;
GROUP-BASED LEARNING;1;
SUPERVISION MODELS;1;
AI LITERACY;1;
AI TECHNOLOGIES;1;
APPLICATION ABILITY;1;
DIGITAL LITERACIES;1;
NORMAL UNIVERSITY STUDENT;1;
TEACHING IDEAS;1;
TECHNOLOGY AND EDUCATIONS;1;
TRADITIONAL EDUCATIONS;2;
NATURAL LANGUAGE PROCESSING SYSTEMS;1;
COLLABORATIVE LEARNING GROUP FORMATION;1;
EMBEDDINGS;2;
GROUP FORMATIONS;1;
KNOWLEDGE LEVEL;1;
LEARNING GROUPS;1;
PROCESSING APPROACH;1;
SEMANTICS INFORMATION;1;
WORD EMBEDDING;1;
APPLIED MATHEMATICS;1;
KNOWLEDGE SOCIETY;1;
LINEAR PROGRAMMING PROBLEM;1;
MODEL PROBLEMS;1;
RESEARCH OBJECTIVES;1;
SKILL DEVELOPMENT;1;
TEACHING PROCESS;3;
3D PRINTERS;1;
TEXTILE PRINTING;1;
3-D PRINTING;1;
AUTHENTIC LEARNING;1;
CODING SKILLS;1;
OPEN LEARNING;1;
ERRORS;2;
EXPERIMENT DESIGN;1;
GUIDING PRINCIPLES;1;
IN-DEPTH INTERVIEWS;1;
LEARNING PERFORMANCE;2;
VARIATION THEORIES;1;
VIRTUAL TEACHING ASSISTANTS;1;
ARTIFICIAL LIFE;1;
BASIC CHARACTERISTICS;1;
ENGINEERING ABILITIES;1;
ENGINEERING EDUCATION MODES;1;
ENGINEERING EDUCATION REFORMS;1;
ENGINEERING TEACHINGS;1;
KNOWLEDGE STRUCTURES;1;
PROGRAMMING KNOWLEDGE;1;
STUDENTS' PRACTICAL ABILITIES;1;
ATTRITION RATE;1;
COMPUTING COURSE;2;
PRO-ACTIVE APPROACH;1;
SUB-SAHARAN AFRICA;2;
ASPECT ORIENTED PROGRAMMING;1;
COURSES;1;
CYCLIC LEARNING;2;
IT INDUSTRY;1;
NON-FUNCTIONAL REQUIREMENTS;1;
OBJECT ORIENTED DESIGN;1;
TEACHING OBJECT-ORIENTED PROGRAMMING;1;
COST EFFECTIVENESS;1;
THREE DIMENSIONAL DISPLAYS;1;
CONVENTIONAL METHODS;1;
INSTRUCTIONAL FRAMEWORK;1;
INSTRUCTIONAL MATERIALS;1;
MODELING AND ANIMATION;1;
POWER POINT PRESENTATIONS;1;
TEACHING INNOVATIONS;1;
PERSONAL COMPUTERS;1;
ENVIRONMENTAL MANAGEMENT;1;
HUMAN COMPUTER INTERACTION;2;
ACTUAL DEVELOPMENT LEVEL;1;
LEARNING SCAFFOLDS;1;
LEVEL OF POTENTIAL DEVELOPMENT;1;
USER EXPERIENCES (UX);1;
ZONE OF PROXIMAL DEVELOPMENT;1;
NETWORK SECURITY;1;
TOWERS;1;
GAME-BASED;1;
INCENTIVES;1;
PEER-QUIZZING;1;
COMPUTER AIDED SOFTWARE ENGINEERING;1;
INFORMATION SYSTEMS;1;
INFORMATION USE;1;
SOCIAL ASPECTS;1;
ACCESSIBILITY;2;
SOCIAL INTEGRATIONS;1;
SOCIAL RESPONSIBILITIES;1;
VISUALLY IMPAIRED STUDENTS;1;
PROJECT MANAGEMENT;1;
NOOC;1;
PLAY-BASED LEARNING;1;
AGRICULTURAL MACHINERY;1;
IMAGE ANALYSIS;1;
IMAGE MATCHING;1;
IMAGE PROCESSING;3;
OPTICAL RADAR;1;
REMOTE SENSING;1;
ALLOMETRIC RELATION;1;
DISTRIBUTION COMPUTATIONS;1;
EUCLIDEAN TRANSFORMATIONS;1;
FEATURE DERIVATION;1;
KAPPA INDEX OF AGREEMENTS;1;
LIGHT DETECTION AND RANGING;1;
OBIA;1;
OBJECT BASED IMAGE ANALYSIS;1;
IMAGE CLASSIFICATION;1;
CLASSROOM PEDAGOGY;1;
ADA (PROGRAMMING LANGUAGE);2;
LOGICAL THINKING;1;
PROGRAMMING TOOLS;1;
QUALITY OF TEACHING;1;
TEACHING CONTENTS;1;
TEACHING EXPERIENCE;1;
TEACHING PARADIGM;1;
TEACHING REFORMS;1;
AUTONOMOUS LEARNING;1;
CLASSROOM METHODOLOGIES;1;
DISCORD;1;
WEB DEVELOPMENT;1;
BLOOM TAXONOMIES;1;
COMPUTER SCIENCE CURRICULA;1;
LEARNING-BASED APPROACH;1;
PROCESS DEVELOPMENT;1;
SOFTWARE PROCESS;1;
SORTING ALGORITHM;1;
SORTING PROBLEM;1;
THREE-LEVEL;1;
TECHNICAL PRESENTATIONS;1;
DISTANCE-LEARNING;1;
FIRST YEAR ENGINEERING COURSE;2;
FIRST-YEAR ENGINEERING;2;
ONLINE INSTRUCTIONS;1;
TEACHING PEDAGOGY;1;
CALCULATIONS;1;
GASOLINE;1;
PETROLEUM ENGINEERING;1;
PHILOSOPHICAL ASPECTS;1;
BIO-INSPIRED ENGINEERINGS;1;
COLLEGES OF ENGINEERINGS;1;
FACULTY MEMBERS;1;
FIRST-YEAR CURRICULUM;1;
FIRST-YEAR EXPERIENCE;2;
STUDENT EXPERIENCES;2;
ELEMENTARY STUDENTS;1;
K-8 EDUCATION;1;
PROFESSIONAL ASPECTS;3;
""3S""FRAMEWORK;1;
CONDITION;1;
INDUSTRY-UNIVERSITY-RESEARCH COOPERATION;1;
PAPER ANALYSIS;1;
RELATED FUNCTIONS;1;
RESEARCH COOPERATION;1;
RESEARCH INSTITUTES;1;
THREE DIMENSIONS;1;
UNIVERSITY RESEARCH;1;
 COMPUTER PROGRAMMING;1;
CORRELATION ANALYSIS;1;
ENGLISH MAJOR;1;
ENGLISH READING;1;
METACOGNITIVE READING STRATEGY;1;
METACOGNITIVES;1;
READING STRATEGIES;1;
STUDENT LEVELS;1;
CLASSIFIERS;1;
ACADEMIC ACHIEVEMENTS;1;
LEARNING ANALYTIC;1;
ON-MACHINES;1;
SOURCE DATA;1;
ABSTRACT THINKING;1;
COGNITIVE SKILL;1;
IS PROBLEMS;1;
MATHEMATICAL REASONING;1;
NOVICE PROGRAMMING;1;
SKILL LEVELS;1;
WEBSITES;2;
DESIGN AND IMPLEMENTS;1;
E - LEARNING;2;
E-LEARNING SYSTEMS;1;
UNIVERSITY OF BASRAH;1;
WEB-BASED LEARNING SYSTEMS;1;
WEB-BASED-LEARNING;1;
DIFFICULTY;1;
MOOC;1;
PREFERENCE BEHAVIOR;1;
JAPAN;1;
COLLEGE EDUCATION;1;
DEVELOPMENT ENVIRONMENT;2;
EVALUATION SYSTEM;1;
IMPORTANT FEATURES;1;
POPULAR EDUCATIONS;1;
PRACTICAL TEACHINGS;1;
SECI MODEL;1;
SUBJECT EDUCATION;1;
BEHAVIORAL RESEARCH;2;
VISUAL LANGUAGES;1;
ANALYTICAL SKILLS;1;
ANDROID PLATFORMS;1;
CHILD'S DEVELOPMENT;1;
JAVASCRIPT PROGRAMMING;1;
MULTIPLAYER GAMES;1;
USER PARTICIPATION;1;
CURRICULA MODELS;1;
DATA ANALYTICS;2;
INTRODUCTORY COMPUTER SCIENCE;1;
LEARN+;2;
PYTHON LANGUAGE;2;
SIMPLE++;1;
DEGREE PROGRAM;1;
OBJECT TO BE TEACH;1;
TEACHERS CONCEPTION;1;
TEACHING CONCEPTION;1;
THEORY OF TEACHING AND LEARNING;1;
JUST IN TIME PRODUCTION;1;
ENGINEERING PROBLEM SOLVING;1;
JUST-IN-TIME;1;
STUDENT PERSISTENCES;1;
STUDENTS-CENTERED ACTIVE LEARNING;1;
SUPPLEMENTAL INSTRUCTIONS;1;
UNDERREPRESENTED MINORITIES;1;
UNIVERSITY OF TEXAS;1;
MERGERS AND ACQUISITIONS;1;
ENGINEERING CURRICULUM;1;
HIGHER SCHOOL;1;
NATURAL LANGUAGE ACQUISITION;1;
NATURAL LANGUAGES;1;
PRIOR EXPERIENCE;1;
SECOND LANGUAGE;1;
SECOND LEARNING;1;
AGILE APPROACHES;1;
HIGH HETEROGENEITY;1;
E-LEARNING SUCCESS CASE;1;
FOREIGN COUNTRIES;1;
NEW MEDIA;1;
PEDAGOGY ENHANCEMENT WITH E-LEARNING;1;
POPULAR CULTURES;1;
RESEARCH TEAMS;1;
UNITED KINGDOM;1;
ACADEMIC ABILITY;1;
ACADEMIC RESEARCH;1;
CURRENT PERFORMANCE;1;
INTEGRATED DEVELOPMENT;1;
TEACHING AND RESEARCHES;1;
EFFECTIVENESS;1;
INFORMATION COMMUNICATION TECHNOLOGY;1;
INTERNATIONALISATION;1;
STUDENT LEARNING;1;
NETWORK TEACHING;1;
PRACTICAL METHOD;1;
PRIVATE COLLEGES;1;
ADVERSE EFFECT;1;
ASSESSMENT SYSTEM;1;
COMPLETE SYSTEM;1;
EDUCATIONAL INSTITUTES;1;
INTERACTIVITY;1;
ELECTRIC NETWORK PARAMETERS;1;
HEURISTIC PROGRAMMING;1;
TIMING CIRCUITS;1;
COLLABORATIVE DEVELOPMENT;1;
ELECTRICAL CIRCUIT;1;
ELECTRICAL DEVICES;1;
TEACHING SYSTEMS;1;
COMPLEX NETWORKS;1;
OPEN DATA;1;
SPACE RESEARCH;1;
CASE-STUDIES;1;
CORE NETWORKS;1;
PRIVATE ORGANIZATIONS;1;
PUBLIC ORGANIZATIONS;1;
PUBLIC-PRIVATE;1;
SPACE SECTORS;1;
STAKEHOLDER ANALYSIS;1;
VALUE CHAINS;1;
VALUE FLOW;1;
DEEP NEURAL NETWORKS;1;
COMBINED LEARNING;1;
LEARNING THROUGH SERVICES;1;
LINEAR-PROGRAMMING;1;
SOCIAL SERVICE;1;
TEACHING TECHNIQUES;1;
NEUROLOGY;1;
ALTERNATIVE STRATEGY;1;
ENGINEERING CAREERS;1;
LEARNINGSTYLES;1;
NEUROLINGUISTIC PROGRAMMING;1;
PERSONAL CHARACTERISTICS;1;
TECHNOLOGICAL TOOLS;1;
'CURRENT;1;
DESIGN ELEMENTS;1;
DIGITAL EDUCATION;1;
TOPOLOGY;1;
COURSE TEACHINGS;1;
MESSAGES TRANSMISSION;1;
OPTIMISATIONS;1;
TEACHING EFFECTS;1;
TEACHING MODES;1;
TEACHING PLATFORM;1;
DATA ENCAPSULATION;1;
ACADEMIC INSTITUTES;1;
DATA ABSTRACTION;1;
OBJECTORIENTED PROGRAMMING (OOP);1;
QUASI-EXPERIMENTS;1;
ENGLISH FOR SPECIFIC PURPOSE;1;
GENETIC ALTERATIONS;1;
INTRINSIC FEATURES;1;
PROFESSIONAL TRAINING;1;
SPECIFIC LEARNING;1;
TEACHING MATERIALS;1;
VOCABULARY ACQUISITION;1;
ECONOMIC MANAGEMENT;1;
LEARNING ABILITIES;1;
TECHNICAL TALENT;1;
ANHUI PROVINCE;1;
COMPETENCE PROFILES;1;
INFORMATION TECHNOLOGY IN EDUCATIONS;1;
PRE-SERVICE TEACHER;1;
QUANTITATIVE APPROACH;1;
RESEARCH QUESTIONS;1;
CONVENTIONAL ALGORITHMS;1;
DIGITAL VERSIONS;1;
LOGICAL REASONING;1;
BRIDGES;1;
COMPUTER HARDWARE DESCRIPTION LANGUAGES;1;
INTEGRATED CIRCUIT DESIGN;1;
INTEGRODIFFERENTIAL EQUATIONS;1;
PETROLEUM RESERVOIR EVALUATION;1;
SYSTEMS ANALYSIS;1;
8-BIT MICROCONTROLLERS;1;
CONTINUOUS IMPROVEMENTS;1;
DIGITAL SYSTEMS DESIGN;1;
HARDWARE AND SOFTWARE DESIGNS;1;
INSTRUCTION SET DESIGN;1;
MICROPROCESSOR SYSTEMS;1;
PATENTS AND INVENTIONS;1;
RURAL AREAS;1;
CREATIVE PROBLEM-SOLVING;1;
EDUCATIONAL EXPERIENCES;1;
FINANCIAL SUPPORT;1;
GEORGIA INSTITUTE OF TECHNOLOGY;1;
ONLINE PLATFORMS;1;
POSITIVE EXPERIENCES;1;
POTENTIAL BENEFITS;1;
DECISION THEORY;1;
LOGIC PROGRAMMING;1;
ABSTRACT LEVELS;1;
COMPLETION TOOLS;1;
COMPUTATIONAL LOGIC GROUP;1;
DECISION PROCEDURE;1;
FIRST ORDER THEORIES;1;
ITS APPLICATIONS;1;
MODEL OF COMPUTATION;1;
TERM REWRITE SYSTEMS;1;
THEOREM PROVING;1;
BUILDING COMMUNITY;1;
COLLABORATIVE ACTIVITIES;1;
COMMUNITY BUILDINGS;1;
INTERACTIVE ENGAGEMENT STRATEGIES;1;
LEARNING PHYSICS;1;
SECOND LEVEL;1;
STUDENT ENGAGEMENT;1;
TEAM SETTING;1;
DESIGN PRINCIPLES;1;
ECONOMIC ENVIRONMENT;1;
EXPERIMENTAL PROJECTS;1;
LEARNING BY DISCOVERY;1;
SCIENCE OF COMPLEXITY;1;
UNIVERSITY CURRICULA;1;
UNIVERSITY SYSTEM;1;
WORK ENVIRONMENTS;1;
E-TOOLS;1;
ELECTRICAL AND COMPUTER ENGINEERING;1;
ENGINEERING AND COMPUTER SCIENCE;1;
TEACHING METHODOLOGIES;1;
LOCATION;1;
COMPARATIVE EVALUATIONS;1;
LEARNING ATTITUDES;1;
TEACHING ASSISTANTS;1;
COMPILER CONSTRUCTION;1;
COMPUTER SCIENCE PROGRAMS;1;
COMPUTER SCIENCE TEACHING;1;
DESIGN AND IMPLEMENTATIONS;1;
GRAMMAR TRANSFORMATION;1;
LANGUAGE PROCESSORS;1;
STATE TRANSITION DIAGRAMS;1;
STUDENT MISCONCEPTIONS;1;
PROGRAM COMPILERS;1;
COMPUTING SCIENCE;1;
LEARNING SUPPORT;1;
PREDICTORS OF COURSE SUCCESS;1;
PROJECTS SUCCESS;1;
ENGLISH AS A SECOND LANGUAGE;1;
ENGLISH AS A SECOND LANGUAGES (ESL);1;
INTERACTIVE ACTIVITIES;1;
LIVE STREAMING;1;
SLSS;1;
SOCIAL COMMUNITIES;1;
UNIVERSITY LIBRARIES;1;
AGILE SOFTWARE DEVELOPMENT;1;
CHILDPROGRAMMING;1;
COLLABORATION ENGINEERING;1;
EXPLORATORY CASE STUDIES;1;
SOFTWARE DEVELOPMENT PROCESS;1;
APPRENTICES;1;
INTELLIGENT SYSTEMS;1;
EXTREME APPRENTICESHIP;1;
MODERATION;1;
COMPUTER-BASED INTERACTIVE LEARNING;1;
CONTROLLING SYSTEM;1;
MECHANICAL DESIGNING;1;
RESEARCH AND DEVELOPMENT;1;
ALGORITHMS AND DATA STRUCTURES;1;
COMPLEX ACTIVITY;1;
E-ENVIRONMENT;1;
SELF TEST;1;
TESTING SYSTEMS;1;
